Edad Ult Cos,Variedad,Suelo,Zona,Tenencia,Vejez,Destino 1=Semilla,Cod. T.Cultivo,Dist Km,Tipo Quema,T.Corte,Dosis Madurante,Lluvias (2 Meses Ant.),Lluvias Ciclo,Lluvias 0 -3,Lluvias tres a seis,Lluvias seis a nueve,Luvias 9 -FC,M3 Riego,DDUlt.Riego,Período,TCH,%Sac.Caña,Variedad_cod,Suelo_cod,Zona_cod,Tipo Quema_cod,T.Corte_cod
12.85,CC01-1940,PALMIRA ,IP03,51.0,3.085,0,1.0,22.0,VERDE,MECANIZADO,0.8,127.0,217.0,0.0,0.0,0.0,217.0,0.0,0,202005,137.54054,13.0494,6,68,3,4,1
11.89,CC01-1940,GALPON ,IP03,11.0,4.225,0,1.0,19.1,VERDE,MECANIZADO,0.8,130.0,565.0,91.0,223.0,87.0,164.0,79178.47,68,202005,147.862348,12.7676,6,32,3,4,1
11.63,CC01-1940,TIBET,IP05,31.0,2.14,0,1.0,22.0,VERDE,MECANIZADO,0.8,46.0,375.0,63.0,227.0,29.0,56.0,405745.2,43,202005,154.036119,12.6548,6,97,4,4,1
11.96,CC01-1940,CABAÑA ,IP05,28.0,2.933,0,1.0,39.5,VERDE,MECANIZADO,0.8,130.0,488.0,37.0,193.0,80.0,178.0,134575.2,72,202005,126.998593,12.6119,6,9,4,4,1
11.89,CC01-1940,VEGA,IP03,11.0,14.805,0,1.0,19.1,VERDE,MECANIZADO,0.8,130.0,565.0,91.0,223.0,87.0,164.0,13706.22,72,202005,133.692307,12.519,6,99,3,4,1
13.37,CC01-1940,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,30.5,VERDE,MECANIZADO,0.0,136.0,246.0,0.0,0.0,0.0,246.0,0.0,0,202005,151.294383,12.346,6,22,4,4,1
11.76,CC01-1940,GALPON ,IP03,31.0,1.558,0,1.0,21.3,VERDE,MECANIZADO,0.8,122.0,601.0,112.0,241.0,97.0,151.0,0.0,0,202005,139.586941,12.2333,6,32,3,4,1
14.36,CC05-430,ESCOCIA,IP05,51.0,2.287,0,1.0,32.7,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,187.350931,12.1519,16,25,4,4,1
12.48,CC01-1940,DESCONOCIDO,IP05,81.0,35.286,0,1.0,30.5,VERDE,MECANIZADO,0.0,98.0,187.0,0.0,0.0,26.0,161.0,0.0,0,202005,104.179389,12.1446,6,22,4,4,1
11.89,RB73-2223,GALPON ,IP06,31.0,1.97,0,1.0,17.0,VERDE,MECANIZADO,0.8,111.0,587.0,83.0,252.0,97.0,155.0,106120.8,56,202005,72.18703,11.5366,51,32,5,4,1
16.3,CC01-1940,DESCONOCIDO,IP03,81.0,43.149,0,1.0,33.1,Q.PROGRAMADA,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,169.151685,12.9516,6,22,3,2,0
11.79,CC01-1940,ZANJON ROZO,IP05,31.0,2.064,0,1.0,22.0,VERDE,MECANIZADO,0.8,47.0,390.0,77.0,227.0,29.0,57.0,50612.4,57,202005,131.0,12.7418,6,102,4,4,1
11.83,CC01-1940,CABAÑA ,IP05,28.0,2.371,0,1.0,39.5,VERDE,MECANIZADO,0.8,130.0,476.0,25.0,193.0,100.0,158.0,114847.2,68,202005,146.707495,12.6616,6,9,4,4,1
16.3,CC01-1940,DESCONOCIDO,IP03,81.0,36.797,0,1.0,33.1,Q.PROGRAMADA,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,176.097315,12.5348,6,22,3,2,0
11.86,CC01-1940,CABAÑA ,IP05,28.0,2.779,0,1.0,39.5,VERDE,MECANIZADO,0.8,130.0,476.0,25.0,193.0,100.0,158.0,23184.0,100,202005,157.674626,12.4893,6,9,4,4,1
13.01,CC01-1940,PALMERAS ,IP05,31.0,3.088,0,1.0,25.5,VERDE,MECANIZADO,0.8,109.0,475.0,117.0,126.0,84.0,148.0,339631.14,50,202005,162.974522,12.4549,6,65,4,4,1
11.83,CC01-1940,DESCONOCIDO,IP05,81.0,138.515,0,1.0,9.0,Q.ACCIDENTAL,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,91.692546,10.973,6,22,4,1,1
8.67,CC01-1940,DESCONOCIDO,IP05,81.0,143.507,0,1.0,4.0,Q.ACCIDENTAL,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,124.7,8.968,6,22,4,1,1
13.57,CC01-1940,GALPON ,IP03,51.0,2.792,0,1.0,34.6,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,173.868775,13.0598,6,32,3,4,1
11.96,CC01-1940,GALPON ,IP06,31.0,1.357,0,1.0,19.0,VERDE,MECANIZADO,0.8,102.0,531.0,101.0,196.0,58.0,176.0,105796.8,73,202005,121.278728,12.963,6,32,5,4,1
11.96,CC05-430,GALPON ,IP03,11.0,10.042,0,1.0,19.1,VERDE,MECANIZADO,0.8,130.0,577.0,103.0,223.0,87.0,164.0,13316.76,87,202005,123.470967,12.8497,16,32,3,4,1
12.71,CC01-678,DESCONOCIDO,IP05,81.0,2.129,0,1.0,13.0,VERDE,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,116.966666,12.699,8,22,4,4,0
11.79,CC01-1940,MARGARITA,IP05,28.0,3.468,0,1.0,39.5,VERDE,MECANIZADO,0.8,130.0,476.0,25.0,193.0,100.0,158.0,39690.0,79,202005,128.301923,12.6875,6,55,4,4,1
14.39,CC01-1940,SANTA ROSA,IP06,31.0,35.929,0,1.0,17.0,VERDE,MANUAL,0.0,120.0,891.0,323.0,67.0,244.0,257.0,10828.8,96,202005,116.737373,12.602,6,94,5,4,0
11.96,CC93-4181,GALPON ,IP06,31.0,1.471,0,1.0,19.0,VERDE,MECANIZADO,0.8,102.0,531.0,101.0,196.0,58.0,176.0,23212.8,79,202005,99.13764,12.2945,39,32,5,4,1
11.76,CC01-1940,GENOVA,IP03,31.0,1.075,0,1.0,14.7,VERDE,MECANIZADO,0.8,144.0,633.0,85.0,245.0,100.0,203.0,178346.16,62,202005,144.930379,12.2372,6,33,3,4,1
11.47,CC01-1940,CORINTIAS ,IP05,11.0,22.471,0,1.0,35.5,VERDE,MANUAL,0.8,305.0,881.0,23.0,329.0,191.0,338.0,84469.8,57,202005,115.237263,12.17,6,19,4,4,0
11.96,CC01-1940,MARGARITA,IP05,28.0,2.236,0,1.0,39.5,VERDE,MECANIZADO,0.8,130.0,486.0,35.0,193.0,90.0,168.0,21924.0,60,202005,156.210526,12.008,6,55,4,4,1
16.26,CC01-1940,DESCONOCIDO,IP03,81.0,40.816,0,1.0,33.1,Q.PROGRAMADA,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,168.418604,11.768,6,22,3,2,0
11.89,CC85-92,LA SELVA,IP05,51.0,2.348,0,1.0,23.3,VERDE,MECANIZADO,0.5,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0,202005,97.319956,13.631,34,52,4,4,1
11.76,CC01-1940,MARSELLA,IP05,11.0,7.219,0,1.0,18.1,VERDE,MECANIZADO,0.8,54.0,556.0,102.0,282.0,73.0,99.0,125373.6,52,202005,139.633526,12.8914,6,56,4,4,1
16.36,CC01-1940,DESCONOCIDO,IP03,81.0,51.288,0,1.0,33.1,Q.PROGRAMADA,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,172.424778,12.6035,6,22,3,2,0
16.33,CC01-1940,DESCONOCIDO,IP03,81.0,46.171,0,1.0,33.1,Q.PROGRAMADA,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,203.233333,12.5962,6,22,3,2,0
11.17,CC93-4181,GALPON ,IP06,51.0,1.462,0,1.0,11.2,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,89.976083,12.5828,39,32,5,4,1
12.58,CC01-1940,LA CABANA,IP03,51.0,2.1,0,1.0,21.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,168.582039,12.0001,6,49,3,4,1
11.93,CC01-1940,GALPON ,IP06,31.0,15.183,0,1.0,19.0,VERDE,MECANIZADO,0.0,110.0,519.0,96.0,185.0,73.0,165.0,4284.0,45,202005,113.90909,11.88,6,32,5,4,1
11.5,CC01-1940,CORINTIAS ,IP05,51.0,2.891,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,89.409669,11.845,6,19,4,4,1
11.99,CC93-4181,CORINTIAS ,IP06,31.0,2.052,0,1.0,19.0,VERDE,MECANIZADO,0.8,76.0,448.0,87.0,207.0,38.0,116.0,129564.0,61,202005,113.445026,13.1377,39,19,5,4,1
11.66,CC85-92,SAN PABLO,IP05,51.0,3.072,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,126.756578,13.074,34,91,4,4,1
11.89,CC85-92,LA SELVA,IP05,51.0,2.33,0,1.0,23.3,VERDE,MECANIZADO,0.5,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0,202005,87.069246,13.0502,34,52,4,4,1
11.89,CC01-1940,MARSELLA,IP05,11.0,2.224,0,1.0,18.1,VERDE,MECANIZADO,0.8,51.0,597.0,103.0,336.0,64.0,94.0,43542.0,46,202006,144.909738,12.9497,6,56,4,4,1
11.83,CC01-1940,CORINTIAS ,IP06,31.0,2.96,0,1.0,22.0,VERDE,MECANIZADO,0.8,69.0,567.0,144.0,247.0,58.0,118.0,264888.0,59,202005,151.106892,12.5635,6,19,5,4,1
11.43,CC01-1940,CORINTIAS ,IP05,51.0,2.232,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,145.289281,12.4283,6,19,4,4,1
11.5,CC01-1940,CORINTIAS ,IP05,11.0,11.859,0,1.0,35.5,VERDE,MANUAL,0.8,305.0,881.0,23.0,329.0,191.0,338.0,135606.6,53,202005,127.073727,12.12,6,19,4,4,0
11.76,CC85-92,Floresta,IP05,51.0,2.943,0,1.0,29.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,96.022988,11.893,34,31,4,4,1
12.68,CC01-1940,DESCONOCIDO,IP03,51.0,25.091,0,1.0,41.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202005,104.69798,11.4203,6,22,3,4,1
11.99,CC85-92,CORINTIAS ,IP06,31.0,46.552,0,1.0,7.3,VERDE,MANUAL,0.8,178.0,189.0,0.0,0.0,0.0,189.0,0.0,0,202006,66.065934,13.984,34,19,5,4,0
11.27,CC01-1940,NUEVO PICHICHI,IP06,11.0,1.17,0,1.0,9.7,VERDE,MECANIZADO,0.8,105.0,630.0,69.0,313.0,143.0,105.0,46771.2,105,202006,104.727617,13.5101,6,62,5,4,1
13.04,CC01-1940,CERRITO ,IP01,11.0,18.242,0,1.0,9.5,Q.PROGRAMADA,MANUAL,0.8,233.0,1451.0,290.0,328.0,307.0,526.0,21417.0,67,202006,105.022727,13.393,6,13,1,2,0
11.37,CC01-678,PALMIRA ,IP05,11.0,2.49,0,1.0,18.1,VERDE,MECANIZADO,0.8,56.0,491.0,80.0,264.0,86.0,61.0,72846.6,25,202006,133.436018,13.3533,8,68,4,4,1
12.09,CC01-1940,CORINTIAS ,IP03,31.0,2.68,0,1.0,27.5,VERDE,MECANIZADO,0.8,157.0,633.0,157.0,223.0,72.0,181.0,247108.32,68,202006,91.091062,13.0779,6,19,3,4,1
11.76,CC01-1940,GALPON ,IP02,51.0,2.023,0,1.0,10.7,VERDE,MECANIZADO,0.8,129.0,268.0,0.0,0.0,81.0,187.0,0.0,0,202006,130.435356,12.9106,6,32,2,4,1
13.6,CC01-1940,GALPON ,IP06,51.0,1.966,0,1.0,11.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,182.741781,12.6767,6,32,5,4,1
12.85,CC01-1940,SAMAN,IP05,81.0,2.854,0,1.0,22.0,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,108.265882,12.4951,6,85,4,4,1
11.43,CC01-1940,ARGELIA ,IP06,11.0,1.524,0,1.0,7.5,VERDE,MECANIZADO,0.8,197.0,932.0,57.0,441.0,221.0,213.0,6908.4,113,202006,101.1125,12.0646,6,2,5,4,1
11.07,CC05-430,GALPON ,IP05,11.0,2.803,0,1.0,18.1,VERDE,MECANIZADO,0.8,60.0,462.0,74.0,245.0,83.0,60.0,42058.8,26,202006,170.119815,13.2132,16,32,4,4,1
11.3,CC93-4418,PALMERAS ,IP06,51.0,1.405,0,1.0,11.2,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,104.874798,12.9339,40,65,5,4,1
11.89,V71-51,GENOVEZ,IP02,51.0,2.096,0,1.0,10.7,VERDE,MECANIZADO,0.8,144.0,283.0,0.0,0.0,81.0,202.0,0.0,0,202006,108.834123,12.8607,55,34,2,4,1
11.89,CC85-92,GALPON ,IP02,51.0,2.179,0,1.0,7.6,VERDE,MECANIZADO,0.0,154.0,241.0,0.0,0.0,50.0,191.0,0.0,0,202006,110.083993,12.8009,34,32,2,4,1
11.43,CC01-1940,GALPON ,IP03,31.0,2.197,0,1.0,21.3,VERDE,MECANIZADO,0.8,129.0,551.0,98.0,217.0,93.0,143.0,125812.68,60,202006,170.63055,12.7135,6,32,3,4,1
11.83,CC01-1940,PALMERAS ,IP03,31.0,3.237,0,1.0,46.5,VERDE,MECANIZADO,0.8,167.0,819.0,126.0,334.0,184.0,175.0,248126.4,55,202006,132.83994,12.6929,6,65,3,4,1
12.58,CC01-1940,NUEVO PICHICHI,IP06,11.0,15.767,0,1.0,10.1,VERDE,MECANIZADO,0.8,109.0,798.0,183.0,188.0,240.0,187.0,35596.8,56,202006,119.729411,12.637,6,62,5,4,1
11.89,CC01-1940,MARSELLA,IP05,11.0,19.809,0,1.0,18.1,VERDE,MECANIZADO,0.8,53.0,599.0,103.0,336.0,68.0,92.0,22132.8,90,202006,108.995726,12.616,6,56,4,4,1
11.73,CC01-1940,PALMERAS ,IP06,51.0,1.576,0,1.0,11.2,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,126.637514,12.1481,6,65,5,4,1
12.12,V71-51,BALLESTEROS,IP03,51.0,3.309,0,1.0,29.4,VERDE,MECANIZADO,0.0,135.0,256.0,0.0,0.0,49.0,207.0,0.0,0,202006,166.16,11.5127,55,4,3,4,1
11.83,CC00-3257,PALMIRA ,IP03,31.0,3.661,0,1.0,42.0,VERDE,MECANIZADO,0.0,171.0,789.0,90.0,362.0,159.0,178.0,29613.0,65,202006,136.118421,11.486,1,68,3,4,1
11.83,CC01-1940,CORINTIAS ,IP06,31.0,6.208,0,1.0,23.9,VERDE,MECANIZADO,0.8,69.0,547.0,124.0,247.0,58.0,118.0,10584.0,91,202006,71.64341,10.3801,6,19,5,4,1
12.09,CC85-92,CORINTIAS ,IP06,31.0,41.455,0,1.0,7.3,Q.PROGRAMADA,MANUAL,0.8,100.0,558.0,68.0,300.0,69.0,121.0,4140.0,2,202006,64.818853,13.7228,34,19,5,2,0
11.73,CC85-92,CORINTIAS ,IP06,31.0,39.921,0,1.0,7.3,Q.PROGRAMADA,MANUAL,0.8,159.0,779.0,22.0,364.0,199.0,194.0,10800.0,174,202006,92.92125,12.8525,34,19,5,2,0
11.43,CC01-1940,SAN LORENZO,IP03,31.0,2.798,0,1.0,21.3,VERDE,MECANIZADO,0.8,159.0,581.0,98.0,217.0,93.0,173.0,126214.95,60,202006,173.713733,12.6768,6,88,3,4,1
11.66,CC01-1940,FRANCISCANO,IP06,31.0,1.512,0,1.0,12.0,VERDE,MECANIZADO,0.8,102.0,329.0,27.0,118.0,62.0,122.0,82476.0,11,202006,94.183473,12.1038,6,30,5,4,1
11.5,CC01-678,PALMIRA ,IP05,11.0,22.699,0,1.0,18.1,VERDE,MECANIZADO,0.8,41.0,510.0,86.0,313.0,70.0,41.0,30862.8,50,202006,126.306763,12.6551,8,68,4,4,1
11.79,CC01-1940,SAN MARCOS,IP05,28.0,1.971,0,1.0,32.6,VERDE,MECANIZADO,0.8,68.0,452.0,34.0,298.0,37.0,83.0,254870.76,44,202006,141.049485,12.353,6,89,4,4,1
11.43,CC97-7170,CORINTIAS ,IP02,51.0,1.763,0,1.0,7.6,VERDE,MECANIZADO,0.0,154.0,241.0,0.0,0.0,80.0,161.0,0.0,0,202006,116.829029,12.0226,41,19,2,4,1
12.09,CC85-92,GALPON ,IP02,31.0,2.717,0,1.0,12.9,VERDE,MECANIZADO,0.8,78.0,567.0,104.0,242.0,98.0,123.0,43595.1,70,202006,126.244818,11.9478,34,32,2,4,1
11.89,CC01-1940,GALPON ,IP05,11.0,2.69,0,1.0,20.0,VERDE,MECANIZADO,0.8,41.0,554.0,81.0,349.0,46.0,78.0,63830.52,20,202006,134.893886,11.8687,6,32,4,4,1
11.7,CC01-1940,CORINTIAS ,IP06,31.0,40.081,0,1.0,7.3,Q.PROGRAMADA,MANUAL,0.8,100.0,507.0,17.0,300.0,80.0,110.0,100548.0,19,202006,139.332792,11.7102,6,19,5,2,0
11.43,CC01-1940,SAN LORENZO,IP03,51.0,9.529,0,1.0,21.3,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,165.986666,11.5158,6,88,3,4,1
12.65,CC05-430,GALPON ,IP03,11.0,21.378,0,1.0,23.9,VERDE,MECANIZADO,0.8,104.0,592.0,187.0,158.0,82.0,165.0,58359.28,68,202006,153.372168,11.0282,16,32,3,4,1
12.71,CC01-1940,MANUELITA ,IP02,31.0,2.55,0,1.0,12.9,VERDE,MECANIZADO,0.8,78.0,658.0,195.0,188.0,115.0,160.0,79390.8,46,202006,121.629385,13.5403,6,54,2,4,1
12.25,CC93-4181,DESCONOCIDO,IP05,81.0,2.706,0,1.0,36.5,VERDE,MECANIZADO,0.8,91.0,124.0,0.0,0.0,32.0,92.0,0.0,0,202006,112.031775,13.3171,39,22,4,4,1
11.93,CC85-92,CORINTIAS ,IP02,51.0,2.114,0,1.0,7.6,VERDE,MECANIZADO,0.0,154.0,241.0,0.0,0.0,50.0,191.0,0.0,0,202006,96.133593,12.9166,34,19,2,4,1
11.79,RB73-2223,CORINTIAS ,IP01,91.0,37.499,0,1.0,6.0,VERDE,MANUAL,0.0,130.0,472.0,12.0,223.0,86.0,151.0,11196.0,65,202006,85.135922,12.3667,51,19,1,4,0
12.78,CC01-1940,PICHINDE,IP06,31.0,3.822,0,1.0,12.6,VERDE,MECANIZADO,0.8,254.0,1023.0,205.0,246.0,199.0,373.0,89416.8,77,202006,106.674493,12.2591,6,74,5,4,1
11.5,CC01-1940,PALMIRA ,IP06,31.0,2.421,0,1.0,18.0,VERDE,MECANIZADO,0.8,50.0,285.0,72.0,110.0,48.0,55.0,81864.0,50,202006,147.84393,11.9777,6,68,5,4,1
9.95,CC85-92,CORINTIAS ,IP01,51.0,97.728,0,1.0,5.3,Q.ACCIDENTAL,MANUAL,0.0,172.0,305.0,0.0,49.0,228.0,28.0,0.0,0,202006,79.172222,11.939,34,19,1,1,0
12.42,CC04-195,PALMIRA ,IP05,11.0,2.511,0,1.0,18.1,VERDE,MECANIZADO,0.8,62.0,660.0,198.0,282.0,54.0,126.0,75934.8,44,202006,166.204283,11.623,12,68,4,4,1
11.14,CC01-1940,GALPON ,IP03,51.0,2.853,0,1.0,23.0,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,158.345517,11.6081,6,32,3,4,1
14.49,CC05-430,GALPON ,IP05,51.0,3.848,0,1.0,14.5,VERDE,MECANIZADO,0.8,81.0,155.0,0.0,0.0,0.0,155.0,0.0,0,202006,198.422628,13.1889,16,32,4,4,1
12.25,CC85-92,DESCONOCIDO,IP05,81.0,2.126,0,1.0,36.5,VERDE,MECANIZADO,0.8,79.0,136.0,0.0,0.0,39.0,97.0,0.0,0,202006,129.717892,13.003,34,22,4,4,1
13.04,CC05-430,GALPON ,IP03,51.0,5.27,0,1.0,24.5,VERDE,MECANIZADO,0.8,132.0,253.0,0.0,0.0,22.0,231.0,0.0,0,202006,165.090099,12.6903,16,32,3,4,1
12.35,CC01-1940,CANELO,IP02,31.0,2.267,0,1.0,12.9,VERDE,MECANIZADO,0.8,63.0,581.0,118.0,242.0,66.0,155.0,107719.8,63,202006,122.743838,12.5619,6,10,2,4,1
11.99,CC01-1940,SAN LORENZO,IP03,51.0,5.32,0,1.0,21.3,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,138.015063,11.8554,6,88,3,4,1
11.5,CC01-1940,SANTA ROSA,IP06,51.0,2.651,0,1.0,17.0,VERDE,MECANIZADO,0.8,98.0,187.0,0.0,0.0,84.0,103.0,0.0,0,202006,162.705792,11.7523,6,94,5,4,1
12.12,CC05-430,GUADUALITO ,IP05,28.0,2.409,0,1.0,32.6,VERDE,MECANIZADO,0.8,63.0,521.0,103.0,298.0,31.0,89.0,270675.24,37,202006,124.767303,11.6729,16,40,4,4,1
12.25,CC85-92,DESCONOCIDO,IP05,81.0,2.393,0,1.0,36.5,VERDE,MECANIZADO,0.8,73.0,110.0,0.0,0.0,27.0,83.0,0.0,0,202006,118.8821,13.6227,34,22,4,4,1
11.96,CC93-4418,PALMIRA ,IP05,31.0,1.812,0,1.0,15.5,VERDE,MECANIZADO,0.8,174.0,839.0,30.0,417.0,167.0,225.0,16677.9,79,202006,97.04913,13.3181,40,68,4,4,1
11.53,CC01-1940,GALPON ,IP03,31.0,2.187,0,1.0,24.7,VERDE,MECANIZADO,0.8,147.0,581.0,112.0,203.0,93.0,173.0,126833.76,63,202006,180.04661,12.2635,6,32,3,4,1
11.27,CC01-1940,PALMERAS ,IP03,51.0,2.118,0,1.0,20.3,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,142.722924,12.1955,6,65,3,4,1
14.32,CC01-1940,GALPON ,IP05,51.0,2.194,0,1.0,14.5,VERDE,MECANIZADO,0.8,63.0,155.0,0.0,0.0,0.0,155.0,0.0,0,202006,162.240282,13.2881,6,32,4,4,1
11.83,CC01-1940,CORINTIAS ,IP06,11.0,51.956,0,1.0,6.5,Q.PROGRAMADA,MANUAL,0.8,165.0,858.0,16.0,428.0,219.0,195.0,33598.8,58,202006,131.992354,12.9481,6,19,5,2,0
11.93,CC01-1940,DESCONOCIDO,IP05,51.0,2.157,0,1.0,27.0,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,148.954501,12.8062,6,22,4,4,1
11.66,CC85-92,CORINTIAS ,IP01,91.0,2.096,0,1.0,11.0,VERDE,MECANIZADO,0.8,134.0,653.0,38.0,332.0,117.0,166.0,0.0,0,202006,99.412987,12.5101,34,19,1,4,1
12.88,CC01-1940,GALPON ,IP03,51.0,2.929,0,1.0,27.1,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,178.003802,12.4909,6,32,3,4,1
14.69,CC85-92,GALPON ,IP05,51.0,2.007,0,1.0,14.5,VERDE,MECANIZADO,0.0,83.0,193.0,0.0,0.0,0.0,193.0,0.0,0,202006,128.72807,12.4179,34,32,4,4,1
11.5,CC01-1940,SANTA ROSA,IP06,51.0,2.407,0,1.0,17.0,VERDE,MECANIZADO,0.8,78.0,187.0,0.0,0.0,84.0,103.0,0.0,0,202006,166.165439,11.9999,6,94,5,4,1
11.73,CC01-1940,AMAIME,IP05,28.0,16.616,0,1.0,12.0,VERDE,MECANIZADO,0.8,237.0,1013.0,43.0,476.0,189.0,305.0,18985.2,80,202006,106.530927,11.78,6,0,4,4,1
12.16,CC01-1940,CORINTIAS ,IP03,51.0,2.951,0,1.0,33.2,VERDE,MECANIZADO,0.8,127.0,292.0,0.0,0.0,103.0,189.0,0.0,0,202006,179.45272,11.4848,6,19,3,4,1
12.45,CC85-92,SANTA ROSA,IP05,51.0,3.015,0,1.0,27.0,VERDE,MECANIZADO,0.8,156.0,283.0,0.0,0.0,0.0,283.0,0.0,0,202006,157.85,11.4483,34,94,4,4,1
12.88,CC01-1940,DESCONOCIDO,IP03,51.0,1.486,0,1.0,20.3,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,125.43467,10.9997,6,22,3,4,1
11.76,CC01-1940,AMAIME,IP05,28.0,0.217,0,1.0,12.0,VERDE,MECANIZADO,0.8,237.0,1003.0,33.0,476.0,189.0,305.0,37353.6,62,202006,102.716494,12.7955,6,0,4,4,1
11.96,CC01-1940,DESCONOCIDO,IP05,51.0,2.401,0,1.0,27.0,VERDE,MECANIZADO,0.8,148.0,410.0,0.0,0.0,204.0,206.0,0.0,0,202006,136.08421,12.1596,6,22,4,4,1
12.39,CC05-430,NARINO,IP05,51.0,2.394,0,1.0,19.5,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,124.31627,11.9242,16,59,4,4,1
11.96,CC01-1940,DESCONOCIDO,IP05,51.0,2.61,0,1.0,27.0,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,150.517777,11.813,6,22,4,4,1
12.55,RB73-2223,NARINO,IP05,51.0,2.319,0,1.0,19.5,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,103.655052,11.585,51,59,4,4,1
11.56,CC01-1940,SAN LORENZO,IP03,51.0,39.929,0,1.0,19.8,Q.PROGRAMADA,MECANIZADO,0.5,131.0,329.0,0.0,0.0,198.0,131.0,0.0,0,202006,134.1928,11.1638,6,88,3,2,1
12.29,CC85-92,JAMAICA,IP05,51.0,2.701,0,1.0,33.5,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,158.578409,10.8189,34,43,4,4,1
11.86,CC85-92,FRANCISCANO,IP03,31.0,3.073,0,1.0,55.5,VERDE,MECANIZADO,0.8,205.0,814.0,123.0,311.0,153.0,227.0,53845.2,78,202006,111.351485,13.731,34,30,3,4,1
11.89,CC93-4418,DESCONOCIDO,IP05,51.0,5.249,0,1.0,27.0,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,101.079,13.1751,40,22,4,4,1
11.66,CC85-92,ESNEDA,IP06,51.0,11.19,0,1.0,10.1,VERDE,MECANIZADO,0.8,161.0,280.0,0.0,0.0,108.0,172.0,0.0,0,202006,114.870762,13.0679,34,27,5,4,1
11.86,CC85-92,FRANCISCANO,IP03,31.0,3.213,0,1.0,55.5,VERDE,MECANIZADO,0.8,205.0,814.0,123.0,311.0,153.0,227.0,159769.98,53,202006,100.140552,12.7906,34,30,3,4,1
12.94,CC01-1940,GALPON ,IP03,51.0,3.141,0,1.0,27.1,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202006,184.91508,12.74,6,32,3,4,1
11.79,RD75-11,RIO LA PAILA ,IP06,11.0,45.629,0,1.0,7.5,Q.PROGRAMADA,MANUAL,0.8,186.0,790.0,13.0,363.0,157.0,257.0,71645.94,27,202006,123.158376,12.6342,53,83,5,2,0
