Edad Ult Cos,Variedad,Suelo,Zona,Tenencia,Vejez,Destino 1=Semilla,Cod. T.Cultivo,Dist Km,Tipo Quema,T.Corte,Dosis Madurante,Lluvias (2 Meses Ant.),Lluvias Ciclo,Lluvias 0 -3,Lluvias tres a seis,Lluvias seis a nueve,Luvias 9 -FC,M3 Riego,DDUlt.Riego,Período,TCH,%Sac.Caña,Variedad_cod,Suelo_cod,Zona_cod,Tipo Quema_cod,T.Corte_cod
12.81,CC85-92,CANTARINA,IP02,51.0,2.735,0,1.0,4.3,VERDE,MECANIZADO,1.0,258.0,1038.0,0.0,454.0,102.0,482.0,0.0,0,201701,121.198333,13.7582,34,11,2,4,1
11.14,CC85-92,DESCONOCIDO,IP05,81.0,73.823,0,1.0,21.9,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,93.793103,12.843,34,22,4,1,0
12.32,CC01-1228,CORINTIAS ,IP05,31.0,2.108,0,1.0,23.0,VERDE,MECANIZADO,1.1,246.0,1002.0,106.0,326.0,113.0,457.0,48513.6,107,201701,174.347087,11.9364,4,19,4,4,1
9.79,CC01-1940,DESCONOCIDO,IP05,82.0,64.614,0,1.0,66.5,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,136.790476,11.277,6,22,4,1,0
11.53,RB73-2223,GALPON ,IP06,31.0,71.021,0,1.0,17.0,Q.ACCIDENTAL,MANUAL,0.0,138.0,991.0,264.0,255.0,188.0,284.0,0.0,0,201701,113.068432,10.216,51,32,5,1,0
13.04,CC85-92,JUANCHITO ,IP03,51.0,3.421,0,1.0,32.2,VERDE,MECANIZADO,1.0,0.0,847.0,52.0,427.0,79.0,289.0,0.0,0,201704,163.072307,13.5645,34,48,3,4,1
15.67,CC85-92,CORINTIAS ,IP06,28.0,37.396,0,1.0,10.5,Q.PROGRAMADA,MANUAL,1.3,235.0,1261.0,210.0,100.0,433.0,518.0,32832.0,192,201701,120.517739,12.8348,34,19,5,2,0
12.32,CC85-92,CORINTIAS ,IP05,31.0,6.837,0,1.0,23.0,Q.PROGRAMADA,MECANIZADO,1.1,246.0,1002.0,106.0,326.0,113.0,457.0,25084.8,90,201701,146.81722,12.4903,34,19,4,2,1
12.22,CC01-1940,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,62.5,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,116.129032,11.802,6,22,4,1,0
12.12,CC93-4418,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,54.6,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,117.245398,11.606,40,22,4,1,0
14.0,CC01-1940,GALPON ,IP03,51.0,2.69,0,1.0,21.9,VERDE,MECANIZADO,0.0,131.0,684.0,72.0,142.0,181.0,289.0,58179.17,32,201701,205.383467,11.438,6,32,3,4,1
14.92,CC93-4418,ARGELIA ,IP06,11.0,1.825,0,1.0,13.3,VERDE,MECANIZADO,0.0,170.0,1269.0,201.0,208.0,379.0,481.0,0.0,0,201701,126.363013,11.3169,40,2,5,4,1
12.55,CC93-4418,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,66.5,VERDE,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,126.5,10.911,40,22,4,4,0
11.01,CC01-1940,DESCONOCIDO,IP05,82.0,105.747,0,1.0,66.5,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,135.508571,10.8774,6,22,4,1,0
11.3,CC93-4418,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,65.0,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,115.472602,10.237,40,22,4,1,0
10.81,CC93-4418,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,54.6,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,90.291187,9.389,40,22,4,1,0
9.99,RB73-2223,GALPON ,IP06,31.0,12.861,0,1.0,17.0,VERDE,MANUAL,0.0,138.0,950.0,438.0,117.0,351.0,44.0,49363.2,37,201701,99.504273,9.0562,51,32,5,4,0
13.04,CC01-1940,JUANCHITO ,IP03,31.0,2.932,0,1.0,28.6,VERDE,MECANIZADO,1.2,152.0,730.0,56.0,266.0,51.0,357.0,0.0,0,201701,130.078947,13.3901,6,48,3,4,1
12.88,CC85-92,CANTARINA,IP02,51.0,2.594,0,1.0,4.3,VERDE,MECANIZADO,1.0,258.0,1038.0,0.0,454.0,102.0,482.0,14040.0,140,201701,132.352059,13.203,34,11,2,4,1
12.98,CC85-92,JUANCHITO ,IP03,51.0,2.816,0,1.0,32.2,VERDE,MECANIZADO,1.0,0.0,847.0,52.0,427.0,79.0,289.0,0.0,0,201701,113.431059,13.1082,34,48,3,4,1
12.39,CC85-92,NARINO,IP05,31.0,2.317,0,1.0,23.0,VERDE,MECANIZADO,1.1,246.0,1002.0,106.0,326.0,113.0,457.0,64512.0,93,201701,152.264,11.9051,34,59,4,4,1
13.5,CC85-92,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,68.5,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,117.847826,11.6737,34,22,4,1,0
13.21,CC01-1940,GALPON ,IP03,51.0,2.303,0,1.0,21.9,VERDE,MECANIZADO,0.0,145.0,626.0,14.0,245.0,72.0,295.0,150552.0,35,201701,229.120535,10.9263,6,32,3,4,1
12.94,CC85-92,CANTARINA,IP02,51.0,2.245,0,1.0,4.3,VERDE,MECANIZADO,1.0,258.0,1038.0,0.0,454.0,102.0,482.0,5616.0,139,201701,162.31,10.072,34,11,2,4,1
12.94,CC93-4418,GALPON ,IP05,51.0,2.073,0,1.0,14.5,VERDE,MECANIZADO,0.8,201.0,897.0,17.0,352.0,105.0,423.0,79272.0,92,201701,145.956608,12.4852,40,32,4,4,1
13.11,RB73-2223,CERRITO ,IP05,11.0,38.941,0,1.0,11.0,Q.PROGRAMADA,MANUAL,0.8,217.0,1068.0,28.0,424.0,37.0,579.0,68519.52,96,201701,116.275,11.6083,51,13,4,2,0
12.98,RB73-2223,NIMA ,IP06,11.0,9.057,0,1.0,9.7,Q.PROGRAMADA,MECANIZADO,1.2,248.0,1245.0,119.0,536.0,93.0,497.0,22014.0,117,201701,133.611211,10.6464,51,60,5,2,1
12.06,CC85-92,RIO LA PAILA ,IP02,51.0,2.79,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,114.994301,12.8785,34,83,2,4,1
13.14,RB73-2223,PALMERAS ,IP05,11.0,34.137,0,1.0,11.0,Q.PROGRAMADA,MANUAL,0.8,202.0,1068.0,36.0,416.0,37.0,579.0,99531.3,118,201701,101.28169,12.8654,51,65,4,2,0
12.94,CC01-1228,GALPON ,IP05,51.0,2.155,0,1.0,14.5,VERDE,MECANIZADO,0.8,151.0,806.0,36.0,345.0,98.0,327.0,76464.0,87,201701,153.971454,12.2855,4,32,4,4,1
12.06,CC93-4418,BRITANIA,IP02,51.0,2.492,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,130.661538,12.2319,40,6,2,4,1
12.09,CC85-92,DESCONOCIDO,IP05,81.0,2.7075,0,1.0,13.8,Q.ACCIDENTAL,MANUAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,55.203333,10.233,34,22,4,1,0
8.64,RB73-2223,GALPON ,IP06,31.0,39.15,0,1.0,17.0,Q.ACCIDENTAL,MANUAL,0.0,156.0,745.0,255.0,198.0,292.0,0.0,11160.0,95,201701,79.45977,9.558,51,32,5,1,0
9.59,RB73-2223,GALPON ,IP06,31.0,2.511,0,1.0,17.0,Q.ACCIDENTAL,MANUAL,0.0,156.0,909.0,390.0,166.0,335.0,18.0,0.0,0,201701,137.09375,9.299,51,32,5,1,0
13.24,CC85-92,GALPON ,IP02,51.0,1.744,0,1.0,10.0,VERDE,MECANIZADO,1.0,175.0,865.0,15.0,276.0,108.0,466.0,125193.6,75,201701,158.569987,13.2029,34,32,2,4,1
13.11,CC93-4418,CORINTIAS ,IP05,51.0,2.619,0,1.0,22.4,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,128.004392,12.1667,40,19,4,4,1
14.09,CC92-2804,CORINTIAS ,IP06,11.0,57.332,0,1.0,12.0,Q.PROGRAMADA,MANUAL,2.0,216.0,1250.0,101.0,412.0,149.0,588.0,3888.0,159,201701,124.375209,11.805,37,19,5,2,0
13.27,CC85-92,DESCONOCIDO,IP05,51.0,2.56,0,1.0,29.5,VERDE,MECANIZADO,0.0,108.0,521.0,26.0,319.0,68.0,108.0,19656.0,182,201701,143.014705,11.0063,34,22,4,4,1
14.82,CC85-92,DESCONOCIDO,IP05,51.0,2.7075,0,1.0,35.1,NO DEF.,NO DEF.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,167.196153,10.21,34,22,4,0,2
14.13,CC85-92,JAMAICA,IP05,51.0,2.626,0,1.0,33.5,VERDE,MECANIZADO,1.0,0.0,463.0,97.0,221.0,145.0,0.0,59832.0,331,201701,169.563028,12.0518,34,43,4,4,1
13.31,CC85-92,GALPON ,IP02,51.0,1.964,0,1.0,10.0,VERDE,MECANIZADO,1.0,175.0,865.0,15.0,276.0,108.0,466.0,165283.2,106,201701,147.695652,11.7939,34,32,2,4,1
13.6,CC85-92,PALMICHE,IP06,11.0,40.438,0,1.0,12.0,Q.PROGRAMADA,MANUAL,2.0,216.0,1196.0,57.0,476.0,75.0,588.0,0.0,0,201701,124.145015,11.7224,34,66,5,2,0
13.08,CC93-4418,CORINTIAS ,IP05,51.0,3.554,0,1.0,22.4,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,124.507996,11.462,40,19,4,4,1
15.18,CC93-4418,GUACARI,IP05,51.0,2.7075,0,1.0,35.1,NO DEF.,NO DEF.,0.0,0.0,733.0,240.0,243.0,250.0,0.0,0.0,0,201701,139.725797,10.81,40,37,4,0,2
12.02,CC93-4418,BRITANIA,IP02,51.0,2.093,0,1.0,10.8,VERDE,MECANIZADO,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,136.852222,12.7359,40,6,2,4,1
13.11,CC01-1940,CORINTIAS ,IP05,51.0,2.371,0,1.0,20.0,VERDE,MECANIZADO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,173.348309,12.2138,6,19,4,4,1
13.08,CC93-4418,MANUELITA ,IP05,51.0,3.368,0,1.0,22.4,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,125.754687,12.1648,40,54,4,4,1
12.88,CC01-1940,SANTA ROSA,IP06,31.0,2.511,0,1.0,18.2,VERDE,MANUAL,0.0,173.0,997.0,114.0,344.0,126.0,413.0,8460.0,99,201701,188.610389,11.273,6,94,5,4,0
12.06,V71-51,RICAURTE,IP05,51.0,2.464,0,1.0,25.5,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,117.376825,11.071,55,82,4,4,1
13.96,CC85-92,GUADUAL,IP05,51.0,2.7075,0,1.0,35.1,NO DEF.,NO DEF.,0.0,0.0,575.0,131.0,349.0,95.0,0.0,21600.0,363,201701,163.782258,10.56,34,39,4,0,2
12.98,CC93-4181,MANUELITA ,IP05,51.0,2.7075,0,1.0,32.8,NO DEF.,NO DEF.,0.0,266.0,1185.0,197.0,395.0,55.0,538.0,85513.5,132,201701,151.430543,10.54,39,54,4,0,2
12.09,CC84-75,LA LUISA,IP05,51.0,2.53,0,1.0,20.0,VERDE,MECANIZADO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,117.93617,12.3254,33,50,4,4,1
12.85,CC93-4418,PALMIRA ,IP05,51.0,2.785,0,1.0,22.4,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,119.280701,12.3176,40,68,4,4,1
13.7,CC85-92,GENOVA,IP06,11.0,56.229,0,1.0,12.0,Q.PROGRAMADA,MANUAL,2.0,215.0,1229.0,87.0,476.0,75.0,591.0,0.0,0,201701,128.370084,11.7511,34,33,5,2,0
14.06,CC85-92,JAMAICA,IP05,51.0,2.524,0,1.0,33.5,VERDE,MECANIZADO,1.0,0.0,431.0,98.0,209.0,124.0,0.0,26784.0,220,201701,172.932764,11.5709,34,43,4,4,1
12.58,CC01-1940,PALMIRA ,IP05,31.0,2.375,0,1.0,20.5,VERDE,MECANIZADO,0.0,106.0,876.0,75.0,370.0,116.0,315.0,8204.4,117,201701,171.713235,11.0117,6,68,4,4,1
14.13,CC01-1940,JAMAICA,IP05,51.0,2.601,0,1.0,33.5,VERDE,MECANIZADO,1.0,0.0,436.0,103.0,197.0,136.0,0.0,4536.0,298,201701,248.972386,10.7696,6,43,4,4,1
15.8,CC85-92,CORINTIAS ,IP05,51.0,2.7075,0,1.0,35.1,NO DEF.,NO DEF.,0.0,0.0,753.0,260.0,154.0,339.0,0.0,0.0,0,201701,138.97625,10.26,34,19,4,0,2
12.16,CC01-1940,LA LUISA,IP05,51.0,3.209,0,1.0,20.0,VERDE,MECANIZADO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,150.290909,13.0542,6,50,4,4,1
12.65,CC93-4418,PALMIRA ,IP05,31.0,2.156,0,1.0,23.0,VERDE,MECANIZADO,1.1,269.0,1052.0,106.0,326.0,113.0,507.0,138038.4,101,201701,134.531515,11.971,40,68,4,4,1
12.12,PR61-632,RICAURTE,IP05,51.0,2.436,0,1.0,25.5,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,143.685829,11.2031,48,82,4,4,1
12.06,CC01-1940,LA LUISA,IP05,11.0,2.523,0,1.0,20.0,VERDE,MECANIZADO,1.2,106.0,876.0,169.0,281.0,131.0,295.0,79574.4,104,201701,148.423342,12.4746,6,50,4,4,1
13.27,CC01-1940,CORINTIAS ,IP03,31.0,70.873,0,1.0,46.5,Q.ACCIDENTAL,MANUAL,1.2,233.0,958.0,30.0,264.0,83.0,581.0,164085.78,125,201701,174.25,12.1141,6,19,3,1,0
12.29,CC85-92,MANUELITA ,IP05,51.0,2.122,0,1.0,14.5,VERDE,MECANIZADO,1.0,169.0,818.0,134.0,209.0,117.0,358.0,24138.0,65,201701,133.181603,11.111,34,54,4,4,1
12.39,CC85-92,RIO LA PAILA ,IP05,51.0,2.7075,0,1.0,35.1,NO DEF.,NO DEF.,0.0,0.0,493.0,233.0,260.0,0.0,0.0,0.0,0,201701,103.921826,10.02,34,83,4,0,2
12.29,CC93-4418,MANUELITA ,IP05,51.0,2.219,0,1.0,14.5,VERDE,MECANIZADO,1.0,150.0,818.0,134.0,209.0,117.0,358.0,34560.0,79,201701,122.141643,11.9704,40,54,4,4,1
12.12,CC93-4418,VILLA,IP05,31.0,9.996,0,1.0,22.0,VERDE,MECANIZADO,1.2,120.0,643.0,76.0,279.0,77.0,211.0,155864.76,74,201701,139.323664,11.8906,40,100,4,4,1
12.02,CC01-1940,GALPON ,IP06,31.0,2.248,0,1.0,19.0,VERDE,MECANIZADO,1.2,214.0,1415.0,278.0,486.0,133.0,518.0,118692.0,102,201701,168.249221,11.7736,6,32,5,4,1
13.54,CC01-1940,GALPON ,IP02,51.0,1.993,0,1.0,10.0,VERDE,MECANIZADO,1.0,177.0,896.0,15.0,264.0,120.0,497.0,230472.0,68,201701,194.4703,11.416,6,32,2,4,1
12.48,CC85-92,JAMAICA,IP05,11.0,3.62,0,1.0,20.0,VERDE,MECANIZADO,1.1,116.0,886.0,94.0,351.0,116.0,325.0,40915.8,94,201701,129.268588,11.3124,34,43,4,4,1
13.08,RB73-2223,PICHICHI ,IP03,31.0,25.874,0,1.0,25.0,VERDE,MANUAL,0.0,175.0,955.0,60.0,373.0,124.0,398.0,127432.68,101,201701,161.168132,11.0744,51,73,3,4,0
12.09,CC01-1940,VILLA,IP05,31.0,10.966,0,1.0,22.0,VERDE,MECANIZADO,1.2,120.0,643.0,118.0,237.0,93.0,195.0,142655.22,64,201701,177.137377,11.7735,6,100,4,4,1
13.83,CC01-1940,CORINTIAS ,IP03,51.0,3.394,0,1.0,33.2,VERDE,MECANIZADO,0.0,205.0,940.0,32.0,292.0,134.0,482.0,123336.0,164,201701,205.428214,11.073,6,19,3,4,1
13.54,CC84-75,MANUELITA ,IP05,31.0,20.077,0,1.0,26.0,Q.PROGRAMADA,MECANIZADO,0.0,155.0,879.0,35.0,312.0,55.0,477.0,4266.0,154,201701,218.362745,10.532,33,54,4,2,1
11.33,CC01-1940,CORINTIAS ,IP05,51.0,2.575,0,1.0,33.5,VERDE,MECANIZADO,0.0,0.0,366.0,221.0,145.0,0.0,0.0,21816.0,336,201701,230.438032,10.3822,6,19,4,4,1
14.13,CC85-92,ITALIA,IP06,51.0,49.271,0,1.0,7.0,Q.PROGRAMADA,MANUAL,0.0,215.0,1129.0,68.0,328.0,58.0,675.0,176133.6,311,201701,122.770505,12.5259,34,42,5,2,0
13.11,CC93-4418,SANTA ROSA,IP06,51.0,15.364,0,1.0,22.5,Q.PROGRAMADA,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,164.940056,11.907,40,94,5,2,1
13.14,CC01-1940,BRITANIA,IP05,51.0,42.171,0,1.0,32.5,Q.PROGRAMADA,MANUAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,161.059553,11.7641,6,6,4,2,0
12.16,CC84-75,ZANJON ROZO,IP05,31.0,6.558,0,1.0,22.0,VERDE,MECANIZADO,1.2,120.0,643.0,76.0,279.0,77.0,211.0,105215.58,61,201701,143.798165,11.3591,33,102,4,4,1
12.85,CC93-4418,CORINTIAS ,IP05,31.0,2.7075,0,1.0,27.9,NO DEF.,NO DEF.,0.0,155.0,874.0,135.0,259.0,118.0,362.0,15225.3,138,201701,148.534303,10.95,40,19,4,0,2
11.7,CC84-75,MANUELITA ,IP05,31.0,2.743,0,1.0,32.0,VERDE,MECANIZADO,0.0,105.0,665.0,167.0,158.0,102.0,238.0,26330.4,97,201701,101.564257,10.2287,33,54,4,4,1
13.54,CC84-75,MANUELITA ,IP05,51.0,11.501,0,1.0,27.9,Q.PROGRAMADA,MECANIZADO,0.0,271.0,1174.0,36.0,443.0,12.0,683.0,54209.4,99,201701,197.94878,9.5481,33,54,4,2,1
11.86,CC85-92,CORINTIAS ,IP03,31.0,8.442,0,1.0,86.2,VERDE,MECANIZADO,1.2,148.0,1186.0,164.0,289.0,354.0,379.0,37067.52,104,201701,129.256474,12.8868,34,19,3,4,1
11.89,PR61-632,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,NO DEF.,NO DEF.,0.0,104.0,919.0,204.0,240.0,275.0,200.0,33577.8,142,201701,130.677714,12.03,48,19,4,0,2
14.19,CC93-4418,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,NO DEF.,NO DEF.,0.0,104.0,1012.0,93.0,339.0,105.0,475.0,27162.0,139,201701,142.749859,12.03,40,19,4,0,2
12.19,CC93-4181,CORINTIAS ,IP03,51.0,7.661,0,1.0,33.2,Q.PROGRAMADA,MECANIZADO,0.0,205.0,908.0,110.0,296.0,124.0,378.0,58320.0,157,201701,127.435331,11.9041,39,19,3,2,1
11.83,CC85-92,BURRIGA ,IP03,31.0,4.385,0,1.0,86.2,VERDE,MECANIZADO,1.2,148.0,1186.0,164.0,289.0,354.0,379.0,53284.56,105,201701,128.783266,11.6067,34,8,3,4,1
12.09,CC01-1940,GALPON ,IP06,31.0,3.615,0,1.0,19.0,VERDE,MECANIZADO,1.2,252.0,1626.0,336.0,433.0,154.0,703.0,77101.2,105,201701,180.338008,11.274,6,32,5,4,1
13.11,CC01-1940,ZANJON ROZO,IP05,31.0,2.185,0,1.0,22.0,VERDE,MECANIZADO,0.0,120.0,655.0,46.0,298.0,47.0,264.0,420302.4,65,201701,186.106327,11.0568,6,102,4,4,1
11.7,CC84-75,MANUELITA ,IP05,31.0,2.618,0,1.0,32.0,VERDE,MECANIZADO,0.0,105.0,640.0,162.0,138.0,102.0,238.0,13824.0,75,201701,82.013043,10.272,33,54,4,4,1
11.73,CC84-75,MANUELITA ,IP05,31.0,2.744,0,1.0,32.0,VERDE,MECANIZADO,0.0,105.0,665.0,167.0,158.0,102.0,238.0,36165.6,86,201701,90.972222,10.071,33,54,4,4,1
12.85,CC93-4181,CORINTIAS ,IP05,31.0,2.7075,0,1.0,27.9,NO DEF.,NO DEF.,0.0,174.0,916.0,139.0,295.0,104.0,378.0,149463.0,108,201701,149.825263,11.96,39,19,4,0,2
13.31,CC01-1940,MARSELLA,IP03,31.0,2.918,0,1.0,28.6,VERDE,MECANIZADO,0.0,143.0,751.0,58.0,274.0,60.0,359.0,0.0,0,201701,163.875518,11.7858,6,56,3,4,1
12.78,CC85-92,CORINTIAS ,IP02,51.0,2.706,0,1.0,15.8,VERDE,MECANIZADO,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,128.442557,11.7774,34,19,2,4,1
12.39,CC93-4418,JORDAN,IP05,51.0,1.903,0,1.0,13.3,VERDE,MECANIZADO,0.0,0.0,212.0,0.0,212.0,0.0,0.0,0.0,0,201701,136.234554,11.7214,40,44,4,4,1
12.25,CC93-4418,DESCONOCIDO,IP05,51.0,2.137,0,1.0,13.3,VERDE,MECANIZADO,0.0,0.0,212.0,0.0,212.0,0.0,0.0,0.0,0,201701,126.019933,11.607,40,22,4,4,1
12.39,CC93-4418,PALMIRA ,IP02,51.0,1.647,0,1.0,7.0,VERDE,MECANIZADO,0.0,270.0,1245.0,242.0,370.0,200.0,433.0,0.0,0,201701,135.581081,11.5993,40,68,2,4,1
14.23,V71-51,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,NO DEF.,NO DEF.,0.0,104.0,1012.0,93.0,289.0,155.0,475.0,19260.0,152,201701,144.177142,11.2,55,19,4,0,2
13.11,RB73-2223,GALPON ,IP06,31.0,2.496,0,1.0,19.0,VERDE,MECANIZADO,1.1,214.0,1415.0,67.0,690.0,54.0,604.0,117365.64,103,201701,147.444172,11.0985,51,32,5,4,1
12.81,CC01-1940,CORINTIAS ,IP05,31.0,2.7075,0,1.0,27.9,NO DEF.,NO DEF.,0.0,155.0,874.0,135.0,259.0,118.0,362.0,28602.0,140,201701,150.92543,11.08,6,19,4,0,2
12.39,SP71-6949,CERRITO-NIMA,IP01,11.0,34.014,0,1.0,9.5,Q.PROGRAMADA,MANUAL,0.0,643.0,2208.0,352.0,493.0,253.0,1110.0,33624.0,93,201701,85.38543,10.505,54,14,1,2,0
12.42,RB73-2223,CERRITO-NIMA,IP01,11.0,26.564,0,1.0,9.5,Q.PROGRAMADA,MANUAL,1.0,643.0,2208.0,352.0,493.0,245.0,1118.0,7506.0,95,201701,117.510752,10.431,51,14,1,2,0
13.6,CC84-75,MANUELITA ,IP05,51.0,18.17,0,1.0,27.9,Q.PROGRAMADA,MECANIZADO,0.0,271.0,1174.0,36.0,455.0,0.0,683.0,44064.0,126,201701,182.683333,10.0533,33,54,4,2,1
14.23,RB73-2223,CORINTIAS ,IP05,31.0,2.7075,0,1.0,32.5,NO DEF.,NO DEF.,0.0,104.0,1012.0,93.0,289.0,155.0,475.0,33084.0,139,201701,192.261603,9.97,51,19,4,0,2
11.86,CC85-92,CORINTIAS ,IP03,31.0,4.23,0,1.0,86.2,VERDE,MECANIZADO,0.0,148.0,1186.0,164.0,289.0,354.0,379.0,2806.92,118,201701,188.10204,9.308,34,19,3,4,1
11.93,CC01-1940,CORINTIAS ,IP03,31.0,13.238,0,1.0,86.2,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4734.24,112,201701,182.277227,9.182,6,19,3,4,1
12.65,CC85-92,PALMIRA ,IP05,51.0,3.021,0,1.0,19.0,VERDE,MECANIZADO,0.0,0.0,370.0,0.0,365.0,5.0,0.0,0.0,0,201701,145.322953,12.533,34,68,4,4,1
12.02,RB73-2223,CERRITO-NIMA,IP01,11.0,28.766,0,1.0,9.5,Q.PROGRAMADA,MANUAL,1.0,552.0,2157.0,385.0,399.0,325.0,1048.0,6048.0,96,201701,141.692926,12.3241,51,14,1,2,0
12.45,CC85-92,CORINTIAS ,IP01,51.0,6.525,0,1.0,6.5,VERDE,MECANIZADO,1.0,229.0,1224.0,195.0,411.0,175.0,443.0,17712.0,162,201701,121.31362,12.1254,34,19,1,4,1
12.35,CC93-4418,PALMIRA ,IP05,51.0,1.962,0,1.0,13.3,VERDE,MECANIZADO,0.0,0.0,212.0,0.0,212.0,0.0,0.0,0.0,0,201701,132.528925,12.089,40,68,4,4,1
12.29,CC85-92,DESCONOCIDO,IP05,51.0,1.961,0,1.0,13.3,VERDE,MECANIZADO,0.0,0.0,212.0,0.0,212.0,0.0,0.0,0.0,0,201701,136.177339,11.1549,34,22,4,4,1
12.16,CC85-92,PALMIRA ,IP05,51.0,1.903,0,1.0,20.4,VERDE,MECANIZADO,0.0,266.0,905.0,53.0,241.0,167.0,444.0,48384.0,147,201701,143.146757,10.8027,34,68,4,4,1
12.39,CC85-92,JORDAN,IP05,51.0,1.992,0,1.0,13.3,VERDE,MECANIZADO,0.0,0.0,212.0,0.0,212.0,0.0,0.0,0.0,0,201701,149.892018,10.7444,34,44,4,4,1
11.96,CC00-3257,CERRITO-NIMA,IP01,11.0,35.321,0,1.0,9.5,Q.PROGRAMADA,MANUAL,0.0,237.0,1395.0,352.0,312.0,216.0,515.0,7776.0,94,201701,72.607068,10.545,1,14,1,2,0
7.79,CC85-92,DESCONOCIDO,IP05,81.0,41.613,0,1.0,20.0,Q.ACCIDENTAL,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,71.670852,10.089,34,22,4,1,1
12.39,CC85-92,CORINTIAS ,IP05,51.0,25.829,0,1.0,23.5,VERDE,MECANIZADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,114.076,9.846,34,19,4,4,1
13.37,CC01-1940,CORINTIAS ,IP06,11.0,42.263,0,1.0,9.7,Q.PROGRAMADA,MANUAL,1.2,241.0,1330.0,151.0,504.0,93.0,582.0,50616.0,124,201701,167.866911,13.2579,6,19,5,2,0
14.0,CC01-1940,NUEVO PICHICHI,IP06,11.0,2.511,0,1.0,9.7,Q.PROGRAMADA,MANUAL,1.0,228.0,1389.0,96.0,570.0,110.0,613.0,8193.6,114,201701,154.316455,12.367,6,62,5,2,0
12.85,CC85-92,PALMIRA ,IP05,31.0,2.339,0,1.0,23.0,VERDE,MECANIZADO,0.0,263.0,1078.0,106.0,326.0,113.0,533.0,26784.0,106,201701,164.198697,12.1005,34,68,4,4,1
12.06,CC93-4418,PALMERAS ,IP03,51.0,12.27,0,1.0,20.3,Q.PROGRAMADA,MECANIZADO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201701,134.851985,11.8089,40,65,3,2,1
12.78,CC85-92,MANUELITA ,IP05,51.0,2.326,0,1.0,19.0,VERDE,MECANIZADO,0.0,0.0,370.0,0.0,365.0,5.0,0.0,0.0,0,201701,145.064761,11.778,34,54,4,4,1
