variedad,edad,cortes,lluvias,grupo_tenencia,pct_diatrea,tipocorte,madurada,dosismad,semsmad,vejez,mes,me,TCH,sacarosa,nivel_TCH,nivel_sacarosa,variedad_cod,tipocorte_cod,madurada_cod,nivel_TCH_num,nivel_sacarosa_num
CC01-1940,12.3,4,137,3,6.2,Mecanizado Verde,SI,0.8,8.3,2.4,12,12.7,112,14.0,Bajo,Alto,0,0,0,0,2
CC01-1940,11.2,2,0,3,3.5,Mecanizado Verde,SI,0.8,6.3,2.3,3,7.8,157,13.0,Alto,Medio,0,0,0,2,1
CC01-1940,12.2,3,68,3,4.3,Mecanizado Verde,SI,0.6,7.9,1.8,3,8.8,167,13.3,Alto,Alto,0,0,0,2,2
CC01-1940,13.1,1,0,3,3.5,Mecanizado Verde,SI,0.8,6.6,2.5,3,6.1,156,13.4,Alto,Alto,0,0,0,2,2
CC01-1940,12.2,2,68,3,4.3,Mecanizado Verde,SI,0.6,8.1,2.1,3,7.9,151,14.0,Medio,Alto,0,0,0,1,2
CC01-1940,12.8,1,10,3,4.4,Mecanizado Verde,SI,1.2,7.6,12.3,1,8.2,155,12.8,Alto,Medio,0,0,0,2,1
CC01-1940,12.1,2,8,3,4.4,Mecanizado Verde,SI,1.2,8.4,2.7,1,8.3,115,12.5,Bajo,Medio,0,0,0,0,1
CC01-1940,11.8,3,134,3,4.4,Mecanizado Verde,SI,0.8,6.0,2.4,1,12.4,146,12.9,Medio,Medio,0,0,0,1,1
CC01-1940,12.2,2,8,3,4.4,Mecanizado Verde,SI,1.2,8.9,12.5,1,10.4,145,12.6,Medio,Medio,0,0,0,1,1
CC01-1940,11.9,3,119,3,4.4,Mecanizado Verde,SI,0.8,6.7,2.2,1,9.5,138,12.7,Medio,Medio,0,0,0,1,1
CC01-1940,12.4,1,0,3,4.4,Mecanizado Verde,SI,1.2,7.7,4.1,1,12.1,157,12.5,Alto,Medio,0,0,0,2,1
CC01-1940,12.1,2,8,3,4.4,Mecanizado Verde,SI,1.2,8.4,2.9,1,10.1,116,13.3,Bajo,Alto,0,0,0,0,2
CC01-1940,11.8,3,134,3,4.4,Mecanizado Verde,SI,0.8,6.1,2.3,1,10.3,155,12.9,Alto,Medio,0,0,0,2,1
CC01-1940,12.1,2,8,3,4.4,Mecanizado Verde,SI,1.2,8.7,8.3,1,10.7,147,12.3,Medio,Bajo,0,0,0,1,0
CC01-1940,12.0,3,134,3,4.4,Mecanizado Verde,SI,0.8,7.0,2.9,1,9.6,144,12.7,Medio,Medio,0,0,0,1,1
CC01-1940,12.3,1,0,3,4.4,Mecanizado Verde,SI,1.2,8.0,6.7,1,9.4,147,12.5,Medio,Medio,0,0,0,1,1
CC01-1940,12.0,2,8,3,4.4,Mecanizado Verde,SI,1.2,8.6,2.0,1,7.5,116,13.3,Bajo,Alto,0,0,0,0,2
CC01-1940,11.8,3,134,3,4.4,Mecanizado Verde,SI,0.8,6.3,2.2,1,11.2,153,13.1,Medio,Medio,0,0,0,1,1
CC01-1940,13.1,1,0,3,7.7,Mecanizado Verde,SI,1.2,13.1,8.1,9,6.3,151,13.1,Medio,Medio,0,0,0,1,1
CC01-1940,12.0,4,54,3,5.1,Mecanizado Verde,SI,0.8,9.3,3.5,9,9.2,141,12.9,Medio,Medio,0,0,0,1,1
CC01-1940,13.4,1,0,3,7.7,Mecanizado Verde,SI,1.2,13.3,8.6,9,7.1,139,11.9,Medio,Bajo,0,0,0,1,0
CC01-1940,12.2,3,0,3,3.7,Mecanizado Verde,SI,1.2,9.7,2.2,9,6.8,152,13.3,Medio,Alto,0,0,0,1,2
CC01-1940,11.7,4,30,3,2.9,Mecanizado Verde,SI,0.8,9.4,2.3,9,8.1,136,13.7,Medio,Alto,0,0,0,1,2
CC01-1940,13.9,1,0,3,11.0,Mecanizado Verde,SI,1.2,12.9,3.7,9,5.9,138,13.6,Medio,Alto,0,0,0,1,2
CC01-1940,11.9,3,0,3,4.4,Mecanizado Verde,SI,1.2,8.1,8.2,9,11.0,155,12.9,Alto,Medio,0,0,0,2,1
CC01-1940,12.2,4,54,3,1.3,Mecanizado Verde,SI,0.8,9.9,3.2,9,7.1,130,12.9,Bajo,Medio,0,0,0,0,1
CC01-1940,13.8,1,0,3,7.7,Mecanizado Verde,SI,1.2,13.0,2.4,9,4.4,155,13.3,Alto,Alto,0,0,0,2,2
CC01-1940,11.8,2,113,3,4.1,Mecanizado Verde,SI,1.0,7.7,2.3,9,8.9,157,12.6,Alto,Medio,0,0,0,2,1
CC01-1940,12.0,3,0,3,3.7,Mecanizado Verde,SI,1.2,8.3,13.7,9,6.5,150,12.1,Medio,Bajo,0,0,0,1,0
CC01-1940,12.0,4,54,3,1.9,Mecanizado Verde,SI,0.8,9.4,2.3,9,8.0,127,13.0,Bajo,Medio,0,0,0,0,1
CC01-1940,12.6,1,135,3,4.4,Mecanizado Verde,SI,0.8,9.0,6.8,11,9.5,176,13.0,Alto,Medio,0,0,0,2,1
CC01-1940,14.0,2,8,3,4.4,Mecanizado Verde,SI,1.2,9.0,2.6,1,9.6,173,12.0,Alto,Bajo,0,0,0,2,0
CC01-1940,11.9,3,119,3,4.4,Mecanizado Verde,SI,0.8,7.1,2.9,1,8.2,139,12.8,Medio,Medio,0,0,0,1,1
CC01-1940,12.5,1,135,3,4.4,Mecanizado Verde,SI,0.8,9.1,4.1,11,9.7,183,13.1,Alto,Medio,0,0,0,2,1
CC01-1940,14.0,2,8,3,4.4,Mecanizado Verde,SI,1.2,9.1,2.7,1,9.4,169,12.4,Alto,Bajo,0,0,0,2,0
CC01-1940,12.5,1,135,3,4.4,Mecanizado Verde,SI,0.8,9.3,7.4,11,9.2,160,13.7,Alto,Alto,0,0,0,2,2
CC01-1940,14.0,2,8,3,4.4,Mecanizado Verde,SI,1.2,9.3,2.0,1,8.9,176,12.5,Alto,Medio,0,0,0,2,1
CC01-1940,12.0,3,104,3,4.4,Mecanizado Verde,SI,0.8,7.9,2.7,1,9.8,138,12.9,Medio,Medio,0,0,0,1,1
CC01-1940,13.1,1,199,3,3.7,Mecanizado Verde,SI,1.0,8.0,1.5,4,12.4,138,13.1,Medio,Medio,0,0,0,1,1
CC01-1940,12.1,3,315,3,4.0,Mecanizado Verde,SI,1.4,7.4,17.9,6,9.4,116,12.8,Bajo,Medio,0,0,0,0,1
CC01-1940,13.0,4,320,3,4.8,Mecanizado Verde,SI,1.0,11.9,1.9,7,8.9,113,12.5,Bajo,Medio,0,0,0,0,1
CC01-1940,11.5,5,62,3,2.6,Mecanizado Verde,SI,0.8,6.1,1.2,6,10.0,98,12.3,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.8,2,464,3,5.2,Mecanizado Verde,SI,0.8,5.3,14.4,5,10.3,119,10.8,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.0,4,315,3,4.0,Mecanizado Verde,SI,1.4,6.9,19.2,5,7.7,109,12.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.2,5,345,3,4.8,Mecanizado Verde,SI,1.0,12.3,1.7,7,9.4,126,13.1,Bajo,Medio,0,0,0,0,1
CC01-1940,11.3,6,62,3,2.6,Mecanizado Verde,SI,0.8,5.9,1.2,6,10.1,110,13.0,Bajo,Medio,0,0,0,0,1
CC01-1940,12.7,2,42,3,2.3,Mecanizado Verde,SI,0.8,11.4,1.9,9,9.7,150,14.8,Medio,Alto,0,0,0,1,2
CC01-1940,14.3,1,331,3,5.6,Mecanizado Verde,SI,1.5,8.3,15.3,8,8.1,144,13.4,Medio,Alto,0,0,0,1,2
CC01-1940,13.8,2,160,3,3.1,Mecanizado Verde,SI,1.2,15.1,1.5,10,8.5,123,13.2,Bajo,Alto,0,0,0,0,2
CC01-1940,12.5,3,118,3,3.1,Mecanizado Verde,SI,0.8,10.9,2.5,10,8.7,114,14.0,Bajo,Alto,0,0,0,0,2
CC01-1940,12.8,6,369,3,3.1,Mecanizado Verde,SI,1.0,11.9,7.6,12,11.4,112,12.9,Bajo,Medio,0,0,0,0,1
CC01-1940,13.5,7,203,3,3.1,Mecanizado Verde,SI,1.0,10.9,1.6,1,11.0,127,12.6,Bajo,Medio,0,0,0,0,1
CC01-1940,12.6,3,192,3,3.1,Mecanizado Verde,SI,1.0,11.3,1.6,10,10.1,138,12.5,Medio,Medio,0,0,0,1,1
CC01-1940,13.8,6,131,3,3.1,Mecanizado Verde,SI,1.2,15.1,3.7,10,8.3,136,13.4,Medio,Alto,0,0,0,1,2
CC01-1940,12.5,7,69,3,3.1,Mecanizado Verde,SI,0.8,11.0,2.0,10,13.4,117,13.6,Bajo,Alto,0,0,0,0,2
CC01-1940,11.9,5,10,3,4.8,Mecanizado Verde,SI,1.0,9.7,1.5,2,9.9,117,13.4,Bajo,Alto,0,0,0,0,2
CC01-1940,12.8,5,65,3,5.5,Mecanizado Verde,SI,1.5,8.4,0.8,8,9.6,130,12.8,Bajo,Medio,0,0,0,0,1
CC01-1940,14.3,2,0,3,1.4,Mecanizado Verde,SI,1.2,6.1,1.3,12,7.8,116,12.2,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.7,4,0,3,3.0,Mecanizado Verde,SI,1.0,7.9,1.5,1,9.3,113,12.9,Bajo,Medio,0,0,0,0,1
CC01-1940,12.1,3,0,3,1.7,Mecanizado Verde,SI,0.5,9.1,1.5,9,8.2,111,13.0,Bajo,Medio,0,0,0,0,1
CC01-1940,12.2,3,0,3,3.0,Mecanizado Verde,SI,0.8,8.3,1.3,12,9.1,114,12.9,Bajo,Medio,0,0,0,0,1
CC01-1940,11.3,4,0,3,3.0,Mecanizado Verde,SI,1.2,4.7,1.7,11,7.6,115,12.5,Bajo,Medio,0,0,0,0,1
CC01-1940,12.5,1,0,3,4.1,Mecanizado Verde,SI,1.0,7.7,4.7,5,8.2,185,12.4,Alto,Bajo,0,0,0,2,0
CC01-1940,11.5,2,0,3,3.9,Mecanizado Verde,SI,0.5,6.7,1.5,4,8.6,163,11.9,Alto,Bajo,0,0,0,2,0
CC01-1940,11.5,3,214,1,4.7,Mecanizado Verde,SI,1.0,5.3,27.9,6,13.3,90,11.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.4,4,67,1,6.8,Mecanizado Verde,SI,0.8,5.6,1.5,6,10.9,101,12.1,Bajo,Bajo,0,0,0,0,0
CC01-1940,14.8,3,509,1,10.6,Mecanizado Verde,SI,1.3,11.4,5.3,3,8.3,145,12.2,Medio,Bajo,0,0,0,1,0
CC01-1940,12.0,4,81,1,2.8,Mecanizado Verde,SI,0.8,7.7,1.5,3,9.6,92,14.3,Bajo,Alto,0,0,0,0,2
CC01-1940,12.2,5,128,1,2.8,Mecanizado Verde,SI,0.8,8.9,1.4,3,7.1,102,12.6,Bajo,Medio,0,0,0,0,1
CC01-1940,12.6,5,268,1,5.9,Mecanizado Verde,SI,1.1,7.6,17.9,5,7.7,137,12.6,Medio,Medio,0,0,0,1,1
CC01-1940,11.4,6,221,1,4.7,Mecanizado Verde,SI,1.2,6.0,1.7,4,9.6,132,11.1,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.9,7,261,1,3.6,Mecanizado Verde,SI,1.2,7.3,1.3,4,9.4,130,12.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.5,1,259,1,2.8,Mecanizado Verde,SI,1.0,10.3,2.0,10,8.0,125,13.4,Bajo,Alto,0,0,0,0,2
CC01-1940,13.1,2,112,1,4.4,Mecanizado Verde,SI,0.8,13.4,2.5,11,9.3,105,13.9,Bajo,Alto,0,0,0,0,2
CC01-1940,12.8,1,470,1,7.0,Mecanizado Verde,SI,1.0,9.7,1.5,12,9.7,150,11.9,Medio,Bajo,0,0,0,1,0
CC01-1940,11.0,3,77,1,5.7,Mecanizado Verde,SI,1.2,6.3,2.2,8,9.6,105,13.2,Bajo,Alto,0,0,0,0,2
CC01-1940,13.8,4,119,1,4.5,Mecanizado Verde,SI,1.0,15.3,1.4,10,10.9,145,13.6,Medio,Alto,0,0,0,1,2
CC01-1940,11.6,4,158,1,7.1,Mecanizado Verde,SI,0.8,6.3,20.7,4,10.7,107,12.2,Bajo,Bajo,0,0,0,0,0
CC01-1940,14.3,3,369,1,6.1,Mecanizado Verde,SI,1.2,9.7,14.8,4,12.6,181,11.0,Alto,Bajo,0,0,0,2,0
CC01-1940,11.7,5,145,1,2.8,Mecanizado Verde,SI,1.2,4.4,14.3,3,6.7,141,13.0,Medio,Medio,0,0,0,1,1
CC01-1940,11.8,2,181,1,5.0,Mecanizado Verde,SI,0.8,5.7,1.7,5,9.8,152,12.3,Medio,Bajo,0,0,0,1,0
CC01-1940,13.3,5,317,1,5.4,Mecanizado Verde,SI,1.0,8.9,2.0,4,12.4,155,12.0,Alto,Bajo,0,0,0,2,0
CC01-1940,11.1,6,203,1,4.5,Mecanizado Verde,SI,1.2,4.3,2.1,4,12.9,152,10.8,Medio,Bajo,0,0,0,1,0
CC01-1940,11.7,7,119,1,2.8,Mecanizado Verde,SI,1.2,5.4,1.9,3,8.9,136,11.7,Medio,Bajo,0,0,0,1,0
CC01-1940,12.9,1,267,2,4.3,Mecanizado Verde,SI,1.0,7.4,2.9,12,6.6,138,13.6,Medio,Alto,0,0,0,1,2
CC01-1940,11.0,2,19,2,1.4,Mecanizado Verde,SI,1.2,3.9,4.2,2,9.0,55,12.3,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.1,3,289,2,2.8,Mecanizado Verde,SI,1.0,13.0,36.1,3,8.4,99,14.2,Bajo,Alto,0,0,0,0,2
CC01-1940,17.9,1,684,2,4.2,Mecanizado Verde,SI,1.2,14.4,3.8,1,14.3,140,13.3,Medio,Alto,0,0,0,1,2
CC01-1940,11.0,2,19,2,0.6,Mecanizado Verde,SI,1.2,3.9,3.7,2,8.2,118,12.7,Bajo,Medio,0,0,0,0,1
CC01-1940,13.1,3,287,2,2.8,Mecanizado Verde,SI,1.0,12.9,2.9,3,8.2,103,13.8,Bajo,Alto,0,0,0,0,2
CC01-1940,11.2,2,19,2,3.0,Mecanizado Verde,SI,1.2,3.9,3.1,2,7.7,60,12.3,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.3,2,21,2,1.6,Mecanizado Verde,SI,1.2,4.1,3.5,2,10.0,98,12.9,Bajo,Medio,0,0,0,0,1
CC01-1940,12.9,3,273,2,2.8,Mecanizado Verde,SI,1.0,12.6,8.7,3,8.4,102,12.7,Bajo,Medio,0,0,0,0,1
CC01-1940,11.3,2,21,2,3.0,Mecanizado Verde,SI,1.2,4.0,2.7,2,8.1,69,12.5,Bajo,Medio,0,0,0,0,1
CC01-1940,11.3,2,21,2,3.0,Mecanizado Verde,SI,1.2,4.1,2.6,2,10.7,70,12.6,Bajo,Medio,0,0,0,0,1
CC01-1940,12.7,1,237,2,2.4,Mecanizado Verde,SI,1.0,7.4,2.9,12,7.2,132,13.8,Bajo,Alto,0,0,0,0,2
CC01-1940,12.6,4,0,3,4.4,Mecanizado Verde,SI,0.8,6.3,20.1,10,7.8,185,13.3,Alto,Alto,0,0,0,2,2
CC01-1940,13.3,5,0,3,4.4,Mecanizado Verde,SI,0.8,9.6,2.2,11,7.2,170,13.0,Alto,Medio,0,0,0,2,1
CC01-1940,12.7,5,0,3,4.4,Mecanizado Verde,SI,0.8,9.7,2.3,11,10.0,161,13.6,Alto,Alto,0,0,0,2,2
CC01-1940,12.8,5,0,3,4.4,Mecanizado Verde,SI,0.8,10.0,2.7,11,8.2,134,14.4,Medio,Alto,0,0,0,1,2
CC01-1940,13.4,1,72,3,9.8,Mecanizado Verde,SI,1.0,6.9,3.1,6,8.5,153,12.5,Medio,Medio,0,0,0,1,1
CC01-1940,13.7,3,0,3,3.3,Mecanizado Verde,SI,0.8,6.3,3.3,9,8.1,139,13.0,Medio,Medio,0,0,0,1,1
CC01-1940,12.7,5,0,3,4.4,Mecanizado Verde,SI,0.8,9.7,2.1,11,15.0,119,13.3,Bajo,Alto,0,0,0,0,2
CC01-1940,12.7,6,0,3,4.4,Mecanizado Verde,SI,0.8,9.9,2.5,11,10.7,135,13.2,Medio,Alto,0,0,0,1,2
CC01-1940,14.0,3,0,3,4.4,Mecanizado Verde,SI,0.8,7.9,6.2,5,9.6,137,10.3,Medio,Bajo,0,0,0,1,0
CC01-1940,12.6,5,0,3,4.4,Mecanizado Verde,SI,0.8,9.7,2.4,11,8.4,145,13.2,Medio,Alto,0,0,0,1,2
CC01-1940,12.5,1,115,2,0.8,Mecanizado Verde,SI,0.7,7.1,2.9,8,6.7,113,13.2,Bajo,Alto,0,0,0,0,2
CC01-1940,11.6,5,131,2,3.2,Mecanizado Verde,SI,0.8,6.7,3.9,8,11.8,112,13.0,Bajo,Medio,0,0,0,0,1
CC01-1940,12.6,1,118,2,0.8,Mecanizado Verde,SI,0.7,7.1,2.9,8,7.1,119,14.4,Bajo,Alto,0,0,0,0,2
CC01-1940,12.2,3,154,2,2.6,Mecanizado Verde,SI,1.5,9.9,45.5,8,6.5,82,15.1,Bajo,Alto,0,0,0,0,2
CC01-1940,12.2,3,154,2,1.9,Mecanizado Verde,SI,1.5,10.0,2.5,8,8.7,80,14.4,Bajo,Alto,0,0,0,0,2
CC01-1940,12.9,1,267,2,3.2,Mecanizado Verde,SI,1.0,7.6,3.1,12,9.8,107,15.1,Bajo,Alto,0,0,0,0,2
CC01-1940,12.9,2,99,2,3.2,Mecanizado Verde,SI,1.6,12.6,3.3,9,7.2,88,12.6,Bajo,Medio,0,0,0,0,1
CC01-1940,13.8,2,379,2,2.4,Mecanizado Verde,SI,1.2,28.6,2.6,8,7.6,112,12.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.0,3,69,2,0.9,Mecanizado Verde,SI,0.8,7.0,3.3,8,10.0,115,12.5,Bajo,Medio,0,0,0,0,1
CC01-1940,17.3,1,676,2,5.7,Mecanizado Verde,SI,1.2,18.6,3.9,2,8.8,150,12.0,Medio,Bajo,0,0,0,1,0
CC01-1940,16.4,1,637,2,7.8,Mecanizado Verde,SI,1.2,18.6,3.7,2,11.0,139,13.8,Medio,Alto,0,0,0,1,2
CC01-1940,11.7,2,25,2,3.0,Mecanizado Verde,SI,1.2,9.3,3.5,2,15.0,77,11.8,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.5,3,338,2,3.9,Mecanizado Verde,SI,1.2,14.7,3.2,1,10.3,111,13.0,Bajo,Medio,0,0,0,0,1
CC01-1940,11.6,2,77,2,2.1,Mecanizado Verde,SI,1.2,5.1,4.5,9,8.7,137,12.4,Medio,Bajo,0,0,0,1,0
CC01-1940,17.6,1,968,2,8.8,Mecanizado Verde,SI,1.3,27.7,4.3,8,9.0,157,12.9,Alto,Medio,0,0,0,2,1
CC01-1940,12.9,2,99,2,11.0,Mecanizado Verde,SI,1.6,12.4,4.7,9,9.9,78,14.0,Bajo,Alto,0,0,0,0,2
CC01-1940,16.0,3,449,2,2.7,Mecanizado Verde,SI,1.2,26.4,3.0,1,9.3,96,12.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.3,1,164,2,2.4,Mecanizado Verde,SI,1.2,6.1,3.2,8,8.0,89,12.2,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.8,2,69,2,1.9,Mecanizado Verde,SI,0.8,7.1,3.5,8,7.0,112,12.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.0,1,461,1,3.1,Mecanizado Verde,SI,1.2,7.7,4.4,5,7.9,149,12.3,Medio,Bajo,0,0,0,1,0
CC01-1940,13.2,1,460,1,3.9,Mecanizado Verde,SI,1.2,7.6,4.5,5,7.9,130,13.1,Bajo,Medio,0,0,0,0,1
CC01-1940,12.1,2,114,1,6.2,Mecanizado Verde,SI,1.0,7.7,3.6,4,11.6,102,12.4,Bajo,Bajo,0,0,0,0,0
CC01-1940,14.1,3,833,1,3.8,Mecanizado Verde,SI,1.3,18.4,3.2,6,10.1,114,11.3,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.7,5,309,1,2.9,Mecanizado Verde,SI,1.0,15.7,30.7,12,11.2,91,13.2,Bajo,Alto,0,0,0,0,2
CC01-1940,11.3,2,0,3,6.5,Mecanizado Verde,SI,0.8,5.4,2.1,6,11.8,143,12.2,Medio,Bajo,0,0,0,1,0
CC01-1940,12.9,1,0,3,6.5,Mecanizado Verde,SI,0.8,5.6,1.5,6,10.4,125,11.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.4,9,167,3,3.1,Mecanizado Verde,SI,0.8,14.0,2.5,12,9.4,100,12.3,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.9,5,0,3,5.0,Mecanizado Verde,SI,1.0,7.9,2.5,1,10.0,144,12.0,Medio,Bajo,0,0,0,1,0
CC01-1940,12.9,1,0,3,5.0,Mecanizado Verde,SI,0.8,9.4,2.0,8,9.0,164,12.5,Alto,Medio,0,0,0,2,1
CC01-1940,13.4,3,0,3,4.3,Mecanizado Verde,SI,1.0,11.9,25.5,1,10.3,158,12.8,Alto,Medio,0,0,0,2,1
CC01-1940,12.5,2,0,3,5.9,Mecanizado Verde,SI,1.0,11.6,11.1,1,7.8,138,13.3,Medio,Alto,0,0,0,1,2
CC01-1940,12.7,3,0,3,4.3,Mecanizado Verde,SI,1.0,11.7,2.1,1,12.8,133,12.6,Bajo,Medio,0,0,0,0,1
CC01-1940,12.5,2,0,3,5.9,Mecanizado Verde,SI,1.0,11.7,72.5,1,7.7,155,13.5,Alto,Alto,0,0,0,2,2
CC01-1940,12.6,3,0,3,4.3,Mecanizado Verde,SI,1.0,11.7,1.9,1,13.0,141,12.7,Medio,Medio,0,0,0,1,1
CC01-1940,12.5,2,0,3,5.9,Mecanizado Verde,SI,1.0,11.4,2.3,1,7.9,143,13.5,Medio,Alto,0,0,0,1,2
CC01-1940,12.7,3,0,3,4.3,Mecanizado Verde,SI,1.0,11.6,2.0,1,12.0,141,12.4,Medio,Bajo,0,0,0,1,0
CC01-1940,14.5,1,0,3,1.3,Mecanizado Verde,SI,1.2,8.9,2.9,6,13.2,178,11.1,Alto,Bajo,0,0,0,2,0
CC01-1940,11.4,2,0,3,1.3,Mecanizado Verde,SI,1.4,8.9,2.6,6,8.4,144,12.1,Medio,Bajo,0,0,0,1,0
CC01-1940,11.6,3,0,3,1.5,Mecanizado Verde,SI,1.0,6.7,2.6,5,12.3,156,12.4,Alto,Bajo,0,0,0,2,0
CC01-1940,11.4,4,0,3,4.4,Mecanizado Verde,SI,0.8,5.7,3.0,5,8.6,144,12.3,Medio,Bajo,0,0,0,1,0
CC01-1940,14.5,1,0,3,1.0,Mecanizado Verde,SI,1.2,8.9,2.4,6,10.3,189,11.6,Alto,Bajo,0,0,0,2,0
CC01-1940,11.3,2,0,3,1.3,Mecanizado Verde,SI,1.4,8.6,2.6,6,10.3,140,11.8,Medio,Bajo,0,0,0,1,0
CC01-1940,11.6,3,0,3,1.5,Mecanizado Verde,SI,1.0,6.4,2.3,5,11.8,166,11.3,Alto,Bajo,0,0,0,2,0
CC01-1940,11.4,4,0,3,4.4,Mecanizado Verde,SI,0.8,5.6,2.4,5,9.4,148,11.9,Medio,Bajo,0,0,0,1,0
CC01-1940,12.7,1,0,3,1.2,Mecanizado Verde,SI,1.0,6.4,2.5,4,10.6,148,11.6,Medio,Bajo,0,0,0,1,0
CC01-1940,12.1,2,0,3,1.7,Mecanizado Verde,SI,1.2,9.0,2.9,4,11.8,142,11.9,Medio,Bajo,0,0,0,1,0
CC01-1940,13.5,3,0,3,1.4,Mecanizado Verde,SI,1.4,8.3,2.6,6,9.0,135,12.3,Medio,Bajo,0,0,0,1,0
CC01-1940,11.6,4,0,3,1.5,Mecanizado Verde,SI,1.0,6.1,2.6,5,11.2,140,12.0,Medio,Bajo,0,0,0,1,0
CC01-1940,11.4,5,0,3,4.4,Mecanizado Verde,SI,0.8,5.4,2.5,5,9.0,129,12.5,Bajo,Medio,0,0,0,0,1
CC01-1940,12.7,1,0,3,1.8,Mecanizado Verde,SI,1.0,6.1,6.6,4,9.6,109,11.4,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.1,2,0,3,1.3,Mecanizado Verde,SI,1.2,9.1,2.7,4,12.9,125,9.9,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.5,1,0,3,3.1,Mecanizado Verde,SI,1.0,7.4,2.3,9,7.1,91,13.5,Bajo,Alto,0,0,0,0,2
CC01-1940,12.5,4,0,3,4.4,Mecanizado Verde,SI,0.8,6.7,2.9,11,10.2,69,12.2,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.4,5,0,3,4.4,Mecanizado Verde,SI,0.5,2.9,3.0,11,11.4,103,12.3,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.3,2,0,3,1.3,Mecanizado Verde,SI,1.2,9.1,2.8,4,12.4,148,12.4,Medio,Bajo,0,0,0,1,0
CC01-1940,13.5,3,0,3,1.1,Mecanizado Verde,SI,1.4,8.4,2.8,6,8.3,119,11.7,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.6,4,0,3,1.5,Mecanizado Verde,SI,1.0,6.3,2.8,5,10.5,126,11.3,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.4,5,0,3,4.4,Mecanizado Verde,SI,0.8,5.4,2.5,5,8.8,130,11.7,Bajo,Bajo,0,0,0,0,0
CC01-1940,13.3,1,0,3,5.4,Mecanizado Verde,SI,1.1,7.3,2.3,4,11.0,221,12.3,Alto,Bajo,0,0,0,2,0
CC01-1940,11.4,3,0,3,6.9,Mecanizado Verde,SI,1.0,9.7,2.7,3,8.3,162,12.5,Alto,Medio,0,0,0,2,1
CC01-1940,12.3,1,0,3,6.9,Mecanizado Verde,SI,1.0,10.3,2.8,3,10.0,160,12.2,Alto,Bajo,0,0,0,2,0
CC01-1940,12.3,2,0,3,7.5,Mecanizado Verde,SI,1.0,7.6,2.7,3,10.5,180,12.2,Alto,Bajo,0,0,0,2,0
CC01-1940,12.8,3,0,3,5.4,Mecanizado Verde,SI,1.1,7.0,4.3,4,9.7,154,12.5,Alto,Medio,0,0,0,2,1
CC01-1940,11.7,5,0,3,6.9,Mecanizado Verde,SI,1.0,10.6,2.6,3,9.2,146,13.0,Medio,Medio,0,0,0,1,1
CC01-1940,13.4,1,0,3,5.4,Mecanizado Verde,SI,1.1,7.1,16.3,4,8.4,157,12.2,Alto,Bajo,0,0,0,2,0
CC01-1940,11.7,3,0,3,6.9,Mecanizado Verde,SI,1.0,10.9,2.6,3,8.0,130,13.5,Bajo,Alto,0,0,0,0,2
CC01-1940,14.6,1,0,3,14.2,Mecanizado Verde,SI,1.1,8.4,2.7,6,8.0,212,11.0,Alto,Bajo,0,0,0,2,0
CC01-1940,12.3,2,0,3,5.4,Mecanizado Verde,SI,1.0,5.6,2.8,7,8.1,154,12.4,Alto,Bajo,0,0,0,2,0
CC01-1940,11.1,4,0,3,5.7,Mecanizado Verde,SI,0.8,5.1,2.9,6,10.4,158,11.6,Alto,Bajo,0,0,0,2,0
CC01-1940,11.9,2,0,3,3.2,Mecanizado Verde,SI,1.0,9.4,2.3,12,10.8,132,11.5,Bajo,Bajo,0,0,0,0,0
CC01-1940,12.5,3,0,3,3.2,Mecanizado Verde,SI,1.0,11.4,2.2,1,7.6,125,13.5,Bajo,Alto,0,0,0,0,2
CC01-1940,13.4,1,0,3,4.3,Mecanizado Verde,SI,1.0,9.4,3.0,12,8.1,144,13.2,Medio,Alto,0,0,0,1,2
CC01-1940,13.3,2,0,3,4.5,Mecanizado Verde,SI,0.6,8.9,2.3,12,9.3,104,12.0,Bajo,Bajo,0,0,0,0,0
CC01-1940,11.7,3,77,3,2.8,Mecanizado Verde,SI,0.8,1.9,2.4,12,9.7,118,11.7,Bajo,Bajo,0,0,0,0,0
